Ente;Liste/Gruppi;Voti;Year
VENETO;MOV.NAZ.IT.CACC.;7241;1987
VENETO;PS D'AZ.;1273;1987
VENETO;ALL.POP.;852;1987
VENETO;DC;430051;1987
VENETO;PCI;238002;1987
VENETO;PSI;177280;1987
VENETO;LISTA VERDE;47912;1987
VENETO;MSI-DN;42637;1987
VENETO;LIGA VENETA-PU;37222;1987
VENETO;PRI;35015;1987
VENETO;P.RAD;34043;1987
VENETO;PSDI;31720;1987
VENETO;DEM.PROL;21355;1987
VENETO;PLI;20993;1987
VENETO;ALL.POP.;1511;1987
VENETO;PS D'AZ.;837;1987
FRIULI VENEZIA GIULIA;DC;300071;1987
FRIULI VENEZIA GIULIA;PCI;159926;1987
FRIULI VENEZIA GIULIA;PSI;155143;1987
FRIULI VENEZIA GIULIA;MSI-DN;42710;1987
FRIULI VENEZIA GIULIA;PSDI;39871;1987
FRIULI VENEZIA GIULIA;PRI;30409;1987
FRIULI VENEZIA GIULIA;LISTA VERDE;29799;1987
FRIULI VENEZIA GIULIA;P.RAD;25161;1987
FRIULI VENEZIA GIULIA;PLI;16528;1987
FRIULI VENEZIA GIULIA;MOV.FRIULI;13208;1987
FRIULI VENEZIA GIULIA;DEM.PROL;13180;1987
FRIULI VENEZIA GIULIA;LIGA VENETA-PU;10450;1987
FRIULI VENEZIA GIULIA;PS D'AZ.;2284;1987
FRIULI VENEZIA GIULIA;ALL.POP.;477;1987
EMILIA ROMAGNA;PCI;771147;1987
EMILIA ROMAGNA;DC;374730;1987
EMILIA ROMAGNA;PSI;210897;1987
EMILIA ROMAGNA;PRI;106717;1987
EMILIA ROMAGNA;MSI-DN;64990;1987
EMILIA ROMAGNA;LISTA VERDE;40169;1987
EMILIA ROMAGNA;P.RAD;36731;1987
EMILIA ROMAGNA;PSDI;31898;1987
EMILIA ROMAGNA;PLI;29949;1987
EMILIA ROMAGNA;DEM.PROL;25267;1987
EMILIA ROMAGNA;CPA;13498;1987
EMILIA ROMAGNA;P.VERDE I.VER.E.;10032;1987
EMILIA ROMAGNA;LIGA VENETA-PU;7875;1987
EMILIA ROMAGNA;PS D'AZ.;1157;1987
EMILIA ROMAGNA;NPP;874;1987
EMILIA ROMAGNA;ALL.POP.;687;1987
EMILIA ROMAGNA;PCI;549824;1987
EMILIA ROMAGNA;DC;347354;1987
EMILIA ROMAGNA;PSI;161213;1987
EMILIA ROMAGNA;MSI-DN;49602;1987
EMILIA ROMAGNA;LISTA VERDE;36153;1987
EMILIA ROMAGNA;PRI;33797;1987
EMILIA ROMAGNA;PSDI;26863;1987
EMILIA ROMAGNA;P.RAD;24431;1987
EMILIA ROMAGNA;PLI;17640;1987
EMILIA ROMAGNA;DEM.PROL;16108;1987
EMILIA ROMAGNA;LIGA VENETA-PU;7046;1987
EMILIA ROMAGNA;PS D'AZ.;1127;1987
EMILIA ROMAGNA;ALL.POP.;613;1987
TOSCANA;PCI;494363;1987
TOSCANA;DC;261208;1987
TOSCANA;PSI;128929;1987
TOSCANA;MSI-DN;39376;1987
TOSCANA;PRI;35265;1987
TOSCANA;LISTA VERDE;29269;1987
TOSCANA;P.RAD;25106;1987
TOSCANA;DEM.PROL;20915;1987
TOSCANA;PSDI;12536;1987
TOSCANA;PLI;11672;1987
TOSCANA;CPA;8822;1987
TOSCANA;LIGA VENETA-PU;5469;1987
TOSCANA;PS D'AZ.;862;1987
TOSCANA;ALL.POP.;522;1987
TOSCANA;ALL.UM.;496;1987
TOSCANA;PCI;370520;1987
TOSCANA;DC;267140;1987
TOSCANA;PSI;129599;1987
TOSCANA;MSI-DN;48565;1987
TOSCANA;PRI;35006;1987
TOSCANA;LISTA VERDE;28414;1987
TOSCANA;P.RAD;19290;1987
TOSCANA;DEM.PROL;18678;1987
TOSCANA;PSDI;13259;1987
TOSCANA;PLI;10976;1987
TOSCANA;CPA;10755;1987
TOSCANA;PS D'AZ.;1113;1987
TOSCANA;ALL.POP.;963;1987
TOSCANA;PCI;271455;1987
TOSCANA;DC;148202;1987
TOSCANA;PSI;80834;1987
TOSCANA;MSI-DN;27694;1987
TOSCANA;PRI;15792;1987
TOSCANA;LISTA VERDE;12454;1987
TOSCANA;DEM.PROL;9303;1987
TOSCANA;P.RAD;9129;1987
TOSCANA;PSDI;7781;1987
TOSCANA;PLI;5854;1987
TOSCANA;LIGA VENETA-PU;2424;1987
TOSCANA;PS D'AZ.;489;1987
TOSCANA;ALL.POP.;315;1987
MARCHE;PCI;355438;1987
MARCHE;DC;353623;1987
MARCHE;PSI;123617;1987
MARCHE;MSI-DN;55138;1987
MARCHE;PRI;36758;1987
MARCHE;LISTA VERDE;26856;1987
MARCHE;PSDI;23105;1987
MARCHE;P.RAD;18603;1987
MARCHE;DEM.PROL;14314;1987
MARCHE;PLI;10632;1987
MARCHE;LIGA VENETA-PU;5515;1987
MARCHE;ALL.POP.;705;1987
MARCHE;PS D'AZ.;589;1987
UMBRIA;PCI;281391;1987
UMBRIA;DC;204112;1987
UMBRIA;PSI;100403;1987
UMBRIA;MSI-DN;44923;1987
UMBRIA;PRI;16942;1987
UMBRIA;LISTA VERDE;12715;1987
UMBRIA;DEM.PROL;11594;1987
UMBRIA;P.RAD;10534;1987
UMBRIA;PSDI;8123;1987
UMBRIA;PLI;5378;1987
UMBRIA;LIGA VENETA-PU;2713;1987
UMBRIA;ALL.POP.;514;1987
UMBRIA;PS D'AZ.;415;1987
LAZIO;DC;1176844;1987
LAZIO;PCI;887491;1987
LAZIO;PSI;440670;1987
LAZIO;MSI-DN;281484;1987
LAZIO;PRI;116873;1987
LAZIO;P.RAD;116722;1987
LAZIO;PSDI;107549;1987
LAZIO;LISTA VERDE;100265;1987
LAZIO;PLI;65480;1987
LAZIO;DEM.PROL;64315;1987
LAZIO;ALL.PENS.;21342;1987
LAZIO;LIGA VENETA-PU;16631;1987
LAZIO;PNI-CACCIA PESCA;14306;1987
LAZIO;PS D'AZ.;4062;1987
LAZIO;PARTIDU INDIP.;2972;1987
LAZIO;NPP;2461;1987
LAZIO;ALL.POP.;2207;1987
ABRUZZO;DC;358788;1987
ABRUZZO;PCI;232640;1987
ABRUZZO;PSI;101869;1987
ABRUZZO;MSI-DN;48979;1987
ABRUZZO;PSDI;31069;1987
ABRUZZO;P.RAD;18231;1987
ABRUZZO;PRI;17433;1987
ABRUZZO;LISTA VERDE;15909;1987
ABRUZZO;DEM.PROL;10562;1987
ABRUZZO;PLI;9609;1987
ABRUZZO;LIGA VENETA-PU;3272;1987
ABRUZZO;ALL.POP.;495;1987
ABRUZZO;PS D'AZ.;409;1987
MOLISE;DC;123650;1987
MOLISE;PCI;43467;1987
MOLISE;PSI;17867;1987
MOLISE;MSI-DN;9236;1987
MOLISE;PSDI;4446;1987
MOLISE;PRI;4382;1987
MOLISE;PLI;3824;1987
MOLISE;DEM.PROL;2831;1987
MOLISE;P.RAD;2660;1987
MOLISE;LISTA VERDE;2442;1987
MOLISE;LIGA VENETA-PU;613;1987
MOLISE;PS D'AZ.;309;1987
MOLISE;ALL.POP.;247;1987
CAMPANIA;DC;887773;1987
CAMPANIA;PCI;500505;1987
CAMPANIA;PSI;316300;1987
CAMPANIA;MSI-DN;176836;1987
CAMPANIA;PSDI;103691;1987
CAMPANIA;PRI;65339;1987
CAMPANIA;P.RAD;51348;1987
CAMPANIA;PLI;46576;1987
CAMPANIA;DEM.PROL;30767;1987
CAMPANIA;LISTA VERDE;16285;1987
CAMPANIA;P.VERDE I.VER.E.;10884;1987
CAMPANIA;LIGA VENETA-PU;6146;1987
CAMPANIA;PART.NAZ.INQ.;2898;1987
CAMPANIA;NPP;1720;1987
CAMPANIA;PS D'AZ.;1420;1987
CAMPANIA;ALL.POP.;1128;1987
CAMPANIA;ALL.UM.;998;1987
CAMPANIA;DC;516295;1987
CAMPANIA;PCI;203193;1987
CAMPANIA;PSI;181979;1987
CAMPANIA;MSI-DN;71404;1987
CAMPANIA;PSDI;41715;1987
CAMPANIA;PRI;35419;1987
CAMPANIA;PLI;23267;1987
CAMPANIA;P.RAD;13874;1987
CAMPANIA;LISTA VERDE;13692;1987
CAMPANIA;DEM.PROL;13338;1987
CAMPANIA;LIGA VENETA-PU;4092;1987
CAMPANIA;CPA;4019;1987
CAMPANIA;ALL.UM.;692;1987
CAMPANIA;ALL.POP.;638;1987
CAMPANIA;PS D'AZ.;565;1987
PUGLIA;DC;513117;1987
PUGLIA;PCI;311549;1987
PUGLIA;PSI;208190;1987
PUGLIA;MSI-DN;106132;1987
PUGLIA;PSDI;61726;1987
PUGLIA;PRI;52440;1987
PUGLIA;PLI;35473;1987
PUGLIA;P.RAD;26940;1987
PUGLIA;LISTA VERDE;21508;1987
PUGLIA;DEM.PROL;13324;1987
PUGLIA;LIGA VENETA-PU;4773;1987
PUGLIA;ALL.POP.;871;1987
PUGLIA;PS D'AZ.;474;1987
PUGLIA;DC;428476;1987
PUGLIA;PCI;268138;1987
PUGLIA;PSI;172222;1987
PUGLIA;MSI-DN;99677;1987
PUGLIA;PRI;48673;1987
PUGLIA;PSDI;38966;1987
PUGLIA;PLI;22587;1987
PUGLIA;LISTA VERDE;19076;1987
PUGLIA;P.RAD;17424;1987
PUGLIA;DEM.PROL;9770;1987
PUGLIA;LIGA VENETA-PU;4626;1987
PUGLIA;ALL.POP.;609;1987
PUGLIA;PS D'AZ.;530;1987
BASILICATA;DC;178380;1987
BASILICATA;PCI;98537;1987
BASILICATA;PSI;52185;1987
BASILICATA;MSI-DN;19446;1987
BASILICATA;PSDI;16367;1987
BASILICATA;PRI;5142;1987
BASILICATA;DEM.PROL;4328;1987
BASILICATA;LISTA VERDE;4055;1987
BASILICATA;P.RAD;3700;1987
BASILICATA;PLI;3359;1987
BASILICATA;LIGA VENETA-PU;1040;1987
BASILICATA;PS D'AZ.;238;1987
BASILICATA;ALL.POP.;221;1987
CALABRIA;DC;445503;1987
CALABRIA;PCI;304334;1987
CALABRIA;PSI;202912;1987
CALABRIA;MSI-DN;78024;1987
CALABRIA;PSDI;55317;1987
CALABRIA;PRI;31226;1987
CALABRIA;CPA;18817;1987
CALABRIA;DEM.PROL;17854;1987
CALABRIA;P.RAD;14772;1987
CALABRIA;PLI;14366;1987
CALABRIA;LISTA VERDE;10264;1987
CALABRIA;PS D'AZ.;4259;1987
CALABRIA;LIGA VENETA-PU;4025;1987
CALABRIA;ALL.POP.;886;1987
SICILIA;DC;595260;1987
SICILIA;PCI;306081;1987
SICILIA;PSI;221791;1987
SICILIA;MSI-DN;154906;1987
SICILIA;PRI;81274;1987
SICILIA;PLI;52482;1987
SICILIA;PSDI;51121;1987
SICILIA;P.RAD;29721;1987
SICILIA;LISTA VERDE;19070;1987
SICILIA;DEM.PROL;15782;1987
SICILIA;LIGA VENETA-PU;9711;1987
SICILIA;GIUST. E LIB.;4793;1987
SICILIA;RINASCITA SIC.;2951;1987
SICILIA;PS D'AZ.;1179;1987
SICILIA;ALL.POP.;999;1987
SICILIA;DC;542936;1987
SICILIA;PCI;276320;1987
SICILIA;PSI;214625;1987
SICILIA;MSI-DN;105461;1987
SICILIA;PSDI;69129;1987
SICILIA;PRI;59660;1987
SICILIA;P.RAD;39263;1987
SICILIA;PLI;34924;1987
SICILIA;DEM.PROL;22369;1987
SICILIA;LISTA VERDE;16733;1987
SICILIA;LIGA VENETA-PU;4940;1987
SICILIA;ALL.POP.;849;1987
SICILIA;PS D'AZ.;761;1987
SARDEGNA;DC;354312;1987
SARDEGNA;PCI;262170;1987
SARDEGNA;PS D'AZ.;123678;1987
SARDEGNA;PSI;118329;1987
SARDEGNA;MSI-DN;48551;1987
SARDEGNA;PSDI;32017;1987
SARDEGNA;P.RAD;27091;1987
SARDEGNA;PRI;23505;1987
SARDEGNA;DEM.PROL;13148;1987
SARDEGNA;VERDI IT.-P.ECOL;10269;1987
SARDEGNA;PLI;9791;1987
SARDEGNA;PARTIDU INDIP.;6986;1987
SARDEGNA;LIGA VENETA-PU;3866;1987
SARDEGNA;ALL.POP.;765;1987
VALLE D'AOSTA;UV-ADP-PRI;41707;1987
VALLE D'AOSTA;DC-PCI-PSI-PSDI;29937;1987
VALLE D'AOSTA;MSI-DN;3981;1987
FRIULI VENEZIA GIULIA;DC;50171;1987
FRIULI VENEZIA GIULIA;PCI;40330;1987
FRIULI VENEZIA GIULIA;PSI;37490;1987
FRIULI VENEZIA GIULIA;MSI-DN;21638;1987
FRIULI VENEZIA GIULIA;PLI;11370;1987
FRIULI VENEZIA GIULIA;P.RAD;11143;1987
FRIULI VENEZIA GIULIA;PRI;7340;1987
FRIULI VENEZIA GIULIA;LISTA VERDE;6630;1987
FRIULI VENEZIA GIULIA;PS D'AZ.;3994;1987
FRIULI VENEZIA GIULIA;PSDI;3988;1987
FRIULI VENEZIA GIULIA;DEM.PROL;2841;1987
FRIULI VENEZIA GIULIA;MOV.IND.TLT;2103;1987
FRIULI VENEZIA GIULIA;LIGA VENETA-PU;2005;1987
FRIULI VENEZIA GIULIA;MOV.LIB.FISCALE;1653;1987
FRIULI VENEZIA GIULIA;ALL.POP.;169;1987
PIEMONTE;DC;668730;1948
PIEMONTE;FR.DEMOCR.POPOLARE;530083;1948
PIEMONTE;UNITA' SOCIALISTA;175818;1948
PIEMONTE;BLOCCO NAZIONALE;32755;1948
PIEMONTE;P.CONTADINI D'ITALIA;15410;1948
PIEMONTE;MSI;12865;1948
PIEMONTE;P.NAZ.MON.ALL.D.LAV.;11105;1948
PIEMONTE;PARTITO CRISTIANO SOCIALE;6634;1948
PIEMONTE;PRI;6490;1948
PIEMONTE;P.DEMOLABURISTA IT.;3369;1948
PIEMONTE;MOV.NAZ.DEM.SOC.;2416;1948
PIEMONTE;CONC.NAZ.COMBAT.UNIT;1245;1948
PIEMONTE;FR.DEGLI ITALIANI;521;1948
PIEMONTE;DC;447620;1948
PIEMONTE;FR.DEMOCR.POPOLARE;216745;1948
PIEMONTE;UNITA' SOCIALISTA;91980;1948
PIEMONTE;P.CONTADINI D'ITALIA;55780;1948
PIEMONTE;BLOCCO NAZIONALE;29407;1948
PIEMONTE;P.INDIPENDENTE CONTADINI;6733;1948
PIEMONTE;P.NAZ.MON.ALL.D.LAV.;5546;1948
PIEMONTE;MSI;5312;1948
PIEMONTE;PRI;2940;1948
PIEMONTE;MOV.NAZ.DEM.SOC.;828;1948
LIGURIA;DC;456775;1948
LIGURIA;FR.DEMOCR.POPOLARE;388912;1948
LIGURIA;UNITA' SOCIALISTA;97287;1948
LIGURIA;PRI;25251;1948
LIGURIA;BLOCCO NAZIONALE;10767;1948
LIGURIA;MSI;8073;1948
LIGURIA;P.NAZ.MON.ALL.D.LAV.;5538;1948
LIGURIA;AS.NAZ.CONG.DIS.GUER;2136;1948
LIGURIA;CONC.NAZ.COMBAT.UNIT;802;1948
LOMBARDIA;DC;883198;1948
LOMBARDIA;FR.DEMOCR.POPOLARE;710975;1948
LOMBARDIA;UNITA' SOCIALISTA;199429;1948
LOMBARDIA;PRI;22476;1948
LOMBARDIA;MSI;19154;1948
LOMBARDIA;BLOCCO NAZIONALE;17537;1948
LOMBARDIA;PC.INTERNAZIONALISTA;12239;1948
LOMBARDIA;P.NAZ.MON.ALL.D.LAV.;11970;1948
LOMBARDIA;P.CONTADINI D'ITALIA;6054;1948
LOMBARDIA;CONC.NAZ.COMBAT.UNIT;2579;1948
LOMBARDIA;BLOCCO POP.UNIONISTA;1591;1948
LOMBARDIA;UN.MOV.FEDERALISTI;1169;1948
LOMBARDIA;MOV.NAZ.DEM.SOC.;969;1948
LOMBARDIA;FR.DEGLI ITALIANI;782;1948
LOMBARDIA;DC;413124;1948
LOMBARDIA;FR.DEMOCR.POPOLARE;185258;1948
LOMBARDIA;UNITA' SOCIALISTA;79591;1948
LOMBARDIA;BLOCCO NAZIONALE;8570;1948
LOMBARDIA;MSI;8193;1948
LOMBARDIA;PRI;6632;1948
LOMBARDIA;P.NAZ.MON.ALL.D.LAV.;5700;1948
LOMBARDIA;P.CONTADINI D'ITALIA;4795;1948
LOMBARDIA;PC.INTERNAZIONALISTA;3866;1948
LOMBARDIA;BLOCCO POP.UNIONISTA;1301;1948
LOMBARDIA;MOV.NAZ.DEM.SOC.;603;1948
LOMBARDIA;DC;558537;1948
LOMBARDIA;FR.DEMOCR.POPOLARE;183416;1948
LOMBARDIA;UNITA' SOCIALISTA;55857;1948
LOMBARDIA;BLOCCO NAZIONALE;11423;1948
LOMBARDIA;MSI;10451;1948
LOMBARDIA;P.NAZ.MON.ALL.D.LAV.;7761;1948
LOMBARDIA;PRI;5371;1948
LOMBARDIA;P.DEMOLABURISTA IT.;1788;1948
LOMBARDIA;P.CONTADINI D'ITALIA;1142;1948
LOMBARDIA;MOV.NAZ.DEM.SOC.;554;1948
LOMBARDIA;FR.DEMOCR.POPOLARE;233293;1948
LOMBARDIA;DC;217868;1948
LOMBARDIA;UNITA' SOCIALISTA;39369;1948
LOMBARDIA;BLOCCO NAZIONALE;4029;1948
LOMBARDIA;MSI;3103;1948
LOMBARDIA;PRI;2425;1948
LOMBARDIA;P.NAZ.MON.ALL.D.LAV.;2346;1948
TRENTINO ALTO ADIGE;DC;204301;1948
TRENTINO ALTO ADIGE;PPST-PPTT;124243;1948
TRENTINO ALTO ADIGE;FR.DEMOCR.POPOLARE;38707;1948
TRENTINO ALTO ADIGE;UNITA' SOCIALISTA;31934;1948
TRENTINO ALTO ADIGE;BLOCCO NAZIONALE;5668;1948
VENETO;DC;819722;1948
VENETO;FR.DEMOCR.POPOLARE;314402;1948
VENETO;UNITA' SOCIALISTA;118260;1948
VENETO;BLOCCO NAZIONALE;23239;1948
VENETO;MSI;15447;1948
VENETO;P.NAZ.MON.ALL.D.LAV.;5999;1948
VENETO;PRI;5857;1948
VENETO;BLOCCO POP.UNIONISTA;5304;1948
VENETO;P.DEM.IND.PENSIONATI;3315;1948
VENETO;RAGGRUP.POP.ITALIANO;2191;1948
VENETO;AS.NAZ.CONG.DIS.GUER;1571;1948
VENETO;P.ESISTENZIALISTA IT;816;1948
VENETO;DC;427387;1948
VENETO;FR.DEMOCR.POPOLARE;190946;1948
VENETO;UNITA' SOCIALISTA;82874;1948
VENETO;BLOCCO NAZIONALE;11336;1948
VENETO;PRI;10708;1948
VENETO;MSI;8973;1948
VENETO;PARTITO CRISTIANO SOCIALE;6871;1948
VENETO;P.NAZ.MON.ALL.D.LAV.;5044;1948
VENETO;CONC.NAZ.COMBAT.UNIT;1225;1948
VENETO;MOV.NAZ.DEM.SOC.;659;1948
FRIULI VENEZIA GIULIA;DC;397471;1948
FRIULI VENEZIA GIULIA;FR.DEMOCR.POPOLARE;144679;1948
FRIULI VENEZIA GIULIA;UNITA' SOCIALISTA;97181;1948
FRIULI VENEZIA GIULIA;BLOCCO NAZIONALE;15626;1948
FRIULI VENEZIA GIULIA;MSI;8938;1948
FRIULI VENEZIA GIULIA;PRI;6891;1948
FRIULI VENEZIA GIULIA;PARTITO CRISTIANO SOCIALE;6197;1948
FRIULI VENEZIA GIULIA;BLOCCO POP.UNIONISTA;4810;1948
FRIULI VENEZIA GIULIA;P.NAZ.MON.ALL.D.LAV.;4740;1948
FRIULI VENEZIA GIULIA;UN.MOV.FEDERALISTI;792;1948
FRIULI VENEZIA GIULIA;CONC.NAZ.COMBAT.UNIT;581;1948
EMILIA ROMAGNA;FR.DEMOCR.POPOLARE;627609;1948
EMILIA ROMAGNA;DC;356654;1948
EMILIA ROMAGNA;UNITA' SOCIALISTA;101312;1948
EMILIA ROMAGNA;PRI;95065;1948
EMILIA ROMAGNA;MSI;11394;1948
EMILIA ROMAGNA;BLOCCO NAZIONALE;10698;1948
EMILIA ROMAGNA;P.NAZ.MON.ALL.D.LAV.;4125;1948
EMILIA ROMAGNA;FR.DEMOCR.POPOLARE;498890;1948
EMILIA ROMAGNA;DC;368464;1948
EMILIA ROMAGNA;UNITA' SOCIALISTA;95654;1948
EMILIA ROMAGNA;PRI;8098;1948
EMILIA ROMAGNA;BLOCCO NAZIONALE;6843;1948
EMILIA ROMAGNA;MSI;5017;1948
EMILIA ROMAGNA;PARTITO CRISTIANO SOCIALE;4572;1948
EMILIA ROMAGNA;PC.INTERNAZIONALISTA;2848;1948
EMILIA ROMAGNA;MOV.NAZ.DEM.SOC.;708;1948
TOSCANA;FR.DEMOCR.POPOLARE;363671;1948
TOSCANA;DC;297012;1948
TOSCANA;UNITA' SOCIALISTA;45279;1948
TOSCANA;PRI;9834;1948
TOSCANA;BLOCCO NAZIONALE;9530;1948
TOSCANA;MSI;7081;1948
TOSCANA;P.NAZ.MON.ALL.D.LAV.;2426;1948
TOSCANA;PARTITO CRISTIANO SOCIALE;2192;1948
TOSCANA;CONC.NAZ.COMBAT.UNIT;605;1948
TOSCANA;P.CONTADINI D'ITALIA;584;1948
TOSCANA;MOV.NAZ.DEM.SOC.;380;1948
TOSCANA;DC;313142;1948
TOSCANA;FR.DEMOCR.POPOLARE;305300;1948
TOSCANA;PRI;40284;1948
TOSCANA;UNITA' SOCIALISTA;40238;1948
TOSCANA;MSI;9849;1948
TOSCANA;BLOCCO NAZIONALE;6634;1948
TOSCANA;PARTITO CRISTIANO SOCIALE;4606;1948
TOSCANA;P.NAZ.MON.ALL.D.LAV.;2958;1948
TOSCANA;BLOCCO POP.UNIONISTA;2543;1948
TOSCANA;P.CONTADINI D'ITALIA;788;1948
TOSCANA;MOV.NAZ.DEM.SOC.;576;1948
TOSCANA;FR.DEMOCR.POPOLARE;277532;1948
TOSCANA;DC;157897;1948
TOSCANA;UNITA' SOCIALISTA;26788;1948
TOSCANA;PRI;21625;1948
TOSCANA;PARTITO CRISTIANO SOCIALE;7093;1948
TOSCANA;MSI;5410;1948
TOSCANA;BLOCCO NAZIONALE;5048;1948
TOSCANA;P.NAZ.MON.ALL.D.LAV.;1920;1948
MARCHE;DC;370978;1948
MARCHE;FR.DEMOCR.POPOLARE;271258;1948
MARCHE;PRI;71230;1948
MARCHE;UNITA' SOCIALISTA;48947;1948
MARCHE;BLOCCO NAZIONALE;11179;1948
MARCHE;MSI;9892;1948
MARCHE;PARTITO CRISTIANO SOCIALE;5233;1948
MARCHE;P.NAZ.MON.ALL.D.LAV.;3547;1948
MARCHE;P.CONTADINI D'ITALIA;1742;1948
UMBRIA;FR.DEMOCR.POPOLARE;246850;1948
UMBRIA;DC;219320;1948
UMBRIA;PRI;32125;1948
UMBRIA;UNITA' SOCIALISTA;30382;1948
UMBRIA;MSI;15485;1948
UMBRIA;BLOCCO NAZIONALE;9667;1948
UMBRIA;P.NAZ.MON.ALL.D.LAV.;4345;1948
UMBRIA;P.CONTADINI D'ITALIA;2273;1948
UMBRIA;FR.DEGLI ITALIANI;1389;1948
UMBRIA;MOV.NAZ.DEM.SOC.;747;1948
LAZIO;DC;859077;1948
LAZIO;FR.DEMOCR.POPOLARE;450593;1948
LAZIO;PRI;108601;1948
LAZIO;MSI;73269;1948
LAZIO;UNITA' SOCIALISTA;66410;1948
LAZIO;BLOCCO NAZIONALE;40317;1948
LAZIO;P.NAZ.MON.ALL.D.LAV.;36276;1948
LAZIO;MOV.NAZ.DEM.SOC.;4674;1948
LAZIO;PARTITO CRISTIANO SOCIALE;4624;1948
LAZIO;CONC.NAZ.DEM.SOCIAL.;2046;1948
LAZIO;BLOCCO POP.UNIONISTA;1999;1948
LAZIO;GR.POL.LA DESTRA;1470;1948
LAZIO;P.CONTADINI D'ITALIA;1175;1948
LAZIO;FR.NAZ.PROGRES.;1038;1948
LAZIO;FR.DEGLI ITALIANI;990;1948
LAZIO;P.DEMOLABURISTA IT.;799;1948
LAZIO;P.MAZZINIANO IT.;668;1948
LAZIO;FR.UN.ANTICOM.RIS.N.;647;1948
LAZIO;CONC.NAZ.COMBAT.UNIT;624;1948
LAZIO;MOV.IT.FED.EUROPEA;470;1948
LAZIO;UN.MOV.FEDERALISTI;425;1948
LAZIO;UNIONE NAZIONALE;274;1948
ABRUZZO;DC;364444;1948
ABRUZZO;FR.DEMOCR.POPOLARE;181813;1948
ABRUZZO;UNITA' SOCIALISTA;36905;1948
ABRUZZO;BLOCCO NAZIONALE;35081;1948
ABRUZZO;PRI;27444;1948
ABRUZZO;MSI;17576;1948
ABRUZZO;P.NAZ.MON.ALL.D.LAV.;8991;1948
ABRUZZO;PARTITO CRISTIANO SOCIALE;4113;1948
ABRUZZO;BLOCCO POP.UNIONISTA;1677;1948
ABRUZZO;MOV.NAZ.DEM.SOC.;708;1948
MOLISE;DC;120526;1948
MOLISE;BLOCCO NAZIONALE;30740;1948
MOLISE;FR.DEMOCR.POPOLARE;27915;1948
MOLISE;P.NAZ.MON.ALL.D.LAV.;14775;1948
MOLISE;MSI;6614;1948
MOLISE;UNITA' SOCIALISTA;5762;1948
MOLISE;PRI;3278;1948
MOLISE;P.CONTADINI D'ITALIA;2252;1948
MOLISE;BLOCCO POP.UNIONISTA;1489;1948
MOLISE;PARTITO CRISTIANO SOCIALE;892;1948
MOLISE;MOV.NAZ.DEM.SOC.;553;1948
CAMPANIA;DC;654166;1948
CAMPANIA;FR.DEMOCR.POPOLARE;263765;1948
CAMPANIA;P.NAZ.MON.ALL.D.LAV.;167015;1948
CAMPANIA;BLOCCO NAZIONALE;64385;1948
CAMPANIA;MSI;59692;1948
CAMPANIA;UNITA' SOCIALISTA;41525;1948
CAMPANIA;PRI;11941;1948
CAMPANIA;MOV.NAZ.DEM.SOC.;6859;1948
CAMPANIA;P.DEM.IND.PENSIONATI;2845;1948
CAMPANIA;BLOCCO POP.UNIONISTA;2344;1948
CAMPANIA;PC.INTERNAZIONALISTA;1783;1948
CAMPANIA;FR.DEGLI ITALIANI;1488;1948
CAMPANIA;PART.MON.MEZZOGIORNO;1445;1948
CAMPANIA;UN.MOV.FEDERALISTI;1369;1948
CAMPANIA;PARTITO CRISTIANO SOCIALE;1294;1948
CAMPANIA;P.DEMOLABURISTA IT.;1070;1948
CAMPANIA;ENTE NAZ.RIS.SOC.;1051;1948
CAMPANIA;GRUPPO INDIP.;966;1948
CAMPANIA;CONC.NAZ.COMBAT.UNIT;590;1948
CAMPANIA;BLOC.LAV.TEC.RIC.MEZ;539;1948
CAMPANIA;MOV.UNITA'D'IT.;524;1948
CAMPANIA;DC;399436;1948
CAMPANIA;FR.DEMOCR.POPOLARE;128401;1948
CAMPANIA;BLOCCO NAZIONALE;101177;1948
CAMPANIA;P.NAZ.MON.ALL.D.LAV.;93947;1948
CAMPANIA;MSI;21607;1948
CAMPANIA;MOV.NAZ.DEM.SOC.;19327;1948
CAMPANIA;UNITA' SOCIALISTA;18979;1948
CAMPANIA;PRI;10866;1948
CAMPANIA;PARTITO CRISTIANO SOCIALE;2757;1948
CAMPANIA;BLOCCO POP.UNIONISTA;1950;1948
CAMPANIA;UN.MOV.FEDERALISTI;1860;1948
CAMPANIA;P.CONTADINI D'ITALIA;1147;1948
CAMPANIA;MOV.UNITA'D'IT.;242;1948
PUGLIA;DC;433685;1948
PUGLIA;FR.DEMOCR.POPOLARE;273434;1948
PUGLIA;BLOCCO NAZIONALE;84073;1948
PUGLIA;P.NAZ.MON.ALL.D.LAV.;44285;1948
PUGLIA;UNITA' SOCIALISTA;29649;1948
PUGLIA;MSI;17146;1948
PUGLIA;PRI;8019;1948
PUGLIA;BLOCCO POP.UNIONISTA;3131;1948
PUGLIA;MOV.NAZ.DEM.SOC.;3044;1948
PUGLIA;PARTITO CRISTIANO SOCIALE;2740;1948
PUGLIA;MAGLIO;1642;1948
PUGLIA;P.DEMOLABURISTA IT.;1188;1948
PUGLIA;FR.DEGLI ITALIANI;311;1948
PUGLIA;DC;329508;1948
PUGLIA;FR.DEMOCR.POPOLARE;144100;1948
PUGLIA;BLOCCO NAZIONALE;91862;1948
